id,legacy_id,type,public_id,name,export,state,annotation_quality,description,cas_number,melting_point,protein_formula,protein_weight,experimental_solubility,experimental_logp,hydrophobicity,isoelectric_point,metabolism,kegg_compound_id,pubchem_compound_id,pubchem_substance_id,chebi_id,het_id,uniprot_id,uniprot_name,genbank_id,wikipedia_id,synthesis_citations,general_citations,comments,protein_structure_file_name,protein_structure_content_type,protein_structure_file_size,protein_structure_updated_at,msds_file_name,msds_content_type,msds_file_size,msds_updated_at,creator_id,updater_id,created_at,updated_at,phenolexplorer_id,dfc_id,hmdb_id,duke_id,drugbank_id,bigg_id,eafus_id,knapsack_id,boiling_point,boiling_point_reference,charge,charge_reference,density,density_reference,optical_rotation,optical_rotation_reference,percent_composition,percent_composition_reference,physical_description,physical_description_reference,refractive_index,refractive_index_reference,uv_index,uv_index_reference,experimental_pka,experimental_pka_reference,experimental_solubility_reference,experimental_logp_reference,hydrophobicity_reference,isoelectric_point_reference,melting_point_reference,moldb_alogps_logp,moldb_logp,moldb_alogps_logs,moldb_smiles,moldb_pka,moldb_formula,moldb_average_mass,moldb_inchi,moldb_mono_mass,moldb_inchikey,moldb_alogps_solubility,moldb_id,moldb_iupac,structure_source,duplicate_id,old_dfc_id,dfc_name,compound_source,flavornet_id,goodscent_id,superscent_id,phenolexplorer_metabolite_id,kingdom,superklass,klass,subklass,direct_parent,molecular_framework,chembl_id,chemspider_id,meta_cyc_id,foodcomex,phytohub_id
40,54,SmallMoleculeCompound,FDB000040,Delphinidin 3-xyloside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:20 UTC,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.7751,-2.91,OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1O,7.2935,C20H19O11,435.3583,"InChI=1S/C20H18O11/c21-6-15-17(27)18(28)20(31-15)30-14-5-9-10(23)3-8(22)4-13(9)29-19(14)7-1-11(24)16(26)12(25)2-7/h1-5,15,17-18,20-21,27-28H,6H2,(H4-,22,23,24,25,26)/p+1/t15-,17+,18-,20-/m1/s1",435.0927,InChIKey=WIEYMFHXYNRELM-MJKGWSOKSA-O,5.77e-01 g/l,27760,"3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
41,55,SmallMoleculeCompound,FDB000041,Petunidin 3-(6''-p-coumaroyl-glucoside),TRUE,,low,,147-85-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2017-04-03 04:56:48 UTC,58,,,PETUNIDIN-3-(6-P-COUMAROYLGLUCOSIDE),,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.11,-4.04,COC1=CC(=CC(O)=C1O)C1=[O+]C2=C(C=C1OC1O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,7.54,C31H29O14,625.5536,"InChI=1S/C31H28O14/c1-41-22-9-15(8-20(35)26(22)37)30-23(12-18-19(34)10-17(33)11-21(18)43-30)44-31-29(40)28(39)27(38)24(45-31)13-42-25(36)7-4-14-2-5-16(32)6-3-14/h2-12,24,27-29,31,38-40H,13H2,1H3,(H4-,32,33,34,35,36,37)/p+1/t24-,27-,28+,29-,31?/m1/s1",625.1557306,InChIKey=KTFQEFWNLAUGAX-YQUABMASSA-O,5.98e-02 g/l,27779,"2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-{[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
48,63,SmallMoleculeCompound,FDB000048,p-Coumaroyl vitisin A,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],643-84-5,,,,,,,,,,,,,,,,,,,,Structure: Don't know the correct position of the coumaric acid,,,,,,,,,,1,2010-04-08 22:04:25 UTC,2017-04-03 04:51:50 UTC,66,,HMDB29239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.36,-4.43,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1OC1O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=CC(O)=C2,5.23,C35H31O16,707.611,"InChI=1S/C35H30O16/c1-45-22-9-16(10-23(46-2)28(22)39)32-33(19-13-24(34(43)44)48-20-11-18(37)12-21(49-32)27(19)20)51-35-31(42)30(41)29(40)25(50-35)14-47-26(38)8-5-15-3-6-17(36)7-4-15/h3-13,25,29-31,35,40-42H,14H2,1-2H3,(H3-,36,37,38,39,43,44)/p+1/t25-,29-,30+,31-,35?/m1/s1",707.1612099,InChIKey=GOINLVYYMYVHAQ-CJKUAQFFSA-O,2.78e-02 g/l,27771,"7-carboxy-11-hydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-4-{[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-2$l^{4},8-dioxatricyclo[7.3.1.0^{5,13}]trideca-1(13),2,4,6,9,11-hexaen-2-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acid esters,Aromatic heteropolycyclic compounds,,,,,
52,69,SmallMoleculeCompound,FDB000052,Pinotin A,TRUE,,low,Isol. from red wine incl. Pinotage (CCD),663910-41-6,,,,,,,,,,21674154,,,,,,,,,"# de Villiers A, Vanhoenacker G, Majek P, Sandra P: Determination of anthocyanins in wine by direct injection liquid chromatography-diode array detection-mass spectrometry and classification of wines using discriminant analysis. J Chromatogr A. 2004 Oct 29;1054(1-2):195-204. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/15553144 [Structure]",Cyclisation caffeic at C4-C5 (Phenol-Explorer),,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:21 UTC,72,OJL40-V:NJO97-V,HMDB29240,,,,,C00011188,,,,,,,,,C 59.52%; H 4.67%; O 35.81%,CCD,,,,,,,,,,,,,,2.63,0.55,-3.8,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(O)C(O)=C1)=CC(O)=C2,7.81,C31H29O14,625.5536,"InChI=1S/C31H28O14/c1-40-21-6-13(7-22(41-2)25(21)36)29-30(45-31-28(39)27(38)26(37)23(11-32)44-31)15-10-18(12-3-4-16(34)17(35)5-12)42-19-8-14(33)9-20(43-29)24(15)19/h3-10,23,26-28,31-32,37-39H,11H2,1-2H3,(H3-,33,34,35,36)/p+1/t23-,26-,27+,28-,31+/m1/s1",625.1557306,InChIKey=RFTHDRVOYDHSOC-BGXVWEPQSA-O,1.04e-01 g/l,79407,"7-(3,4-dihydroxyphenyl)-11-hydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2$l^{4},8-dioxatricyclo[7.3.1.0^{5,13}]trideca-1(13),2,4,6,9,11-hexaen-2-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Aromatic heteropolycyclic compounds,,10286568,,,
55,72,SmallMoleculeCompound,FDB000055,Malvidin 3-(6''-caffeoyl-glucoside),TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:21 UTC,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,2.86,-4.09,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1O[C@H](COC(=O)\C=C\C3=CC(O)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,7.41,C32H31O15,655.5795,"InChI=1S/C32H30O15/c1-42-22-8-15(9-23(43-2)27(22)38)31-24(12-17-19(35)10-16(33)11-21(17)45-31)46-32-30(41)29(40)28(39)25(47-32)13-44-26(37)6-4-14-3-5-18(34)20(36)7-14/h3-12,25,28-30,32,39-41H,13H2,1-2H3,(H4-,33,34,35,36,37,38)/p+1/t25-,28-,29+,30-,32?/m1/s1",655.1662953,InChIKey=LIEHUFTYLLDHTI-FCOFYTSKSA-O,5.61e-02 g/l,27769,"3-{[(3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
59,76,SmallMoleculeCompound,FDB000059,Peonidin 3-(6''-malonyl-glucoside),TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,79,CNL87-O:OJC51-G,HMDB29241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.7072,-3.21,COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,6.395844917,C25H25O14,549.4576,"InChI=1S/C25H24O14/c1-35-16-4-10(2-3-13(16)27)24-17(7-12-14(28)5-11(26)6-15(12)37-24)38-25-23(34)22(33)21(32)18(39-25)9-36-20(31)8-19(29)30/h2-7,18,21-23,25,32-34H,8-9H2,1H3,(H3-,26,27,28,29,30)/p+1/t18-,21-,22+,23-,25-/m1/s1",549.1244305,InChIKey=CKJPGRXYFVEMFF-WVXUANQFSA-O,3.58e-01 g/l,80893,"3-{[(2S,3R,4S,5S,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
61,78,SmallMoleculeCompound,FDB000061,Cyanidin 3-O-dimalonyl-laminaribioside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,81,,HMDB29242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,-1.1527,-2.91,O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@@H]2O)[C@H](O)[C@H]1O,3.6551,C33H35O22,783.6178,"InChI=1S/C33H34O22/c34-12-4-15(36)13-6-18(30(51-17(13)5-12)11-1-2-14(35)16(37)3-11)52-33-29(48)31(26(45)20(54-33)10-50-24(43)8-22(40)41)55-32-28(47)27(46)25(44)19(53-32)9-49-23(42)7-21(38)39/h1-6,19-20,25-29,31-33,44-48H,7-10H2,(H5-,34,35,36,37,38,39,40,41)/p+1/t19-,20-,25-,26-,27+,28-,29-,31+,32+,33-/m1/s1",783.162,InChIKey=CZWPTLXHQVGOCX-ANCFEZFISA-O,1.01e+00 g/l,80759,"3-{[(2S,3R,4S,5R,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-4-{[(2S,3R,4S,5S,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl]oxy}-3,5-dihydroxyoxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
62,79,SmallMoleculeCompound,FDB000062,Cyanidin 3-O-(6''-malonyl-arabinoside),TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,82,,HMDB29243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.348,-3.42,O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)[C@H]1O,6.3887,C23H21O13,505.405,"InChI=1S/C23H20O13/c24-10-4-13(26)11-6-16(22(34-15(11)5-10)9-1-2-12(25)14(27)3-9)35-23-21(32)20(31)17(36-23)8-33-19(30)7-18(28)29/h1-6,17,20-21,23,31-32H,7-8H2,(H4-,24,25,26,27,28,29)/p+1/t17-,20-,21+,23+/m1/s1",505.0982,InChIKey=VXFDROQYRNLBSO-CPDIYIAASA-O,2.07e-01 g/l,80757,"3-{[(2R,3S,4S,5R)-5-{[(2-carboxyacetyl)oxy]methyl}-3,4-dihydroxyoxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
64,81,SmallMoleculeCompound,FDB000064,Cyanidin 3-O-(6''-malonyl-3''-glucosyl-glucoside),TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,-1.4412,-2.75,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,6.3886,C30H33O19,697.5716,"InChI=1S/C30H32O19/c31-8-18-22(39)24(41)25(42)29(47-18)49-28-23(40)19(9-44-21(38)7-20(36)37)48-30(26(28)43)46-17-6-12-14(34)4-11(32)5-16(12)45-27(17)10-1-2-13(33)15(35)3-10/h1-6,18-19,22-26,28-31,39-43H,7-9H2,(H4-,32,33,34,35,36,37)/p+1/t18-,19-,22-,23-,24+,25-,26-,28+,29+,30-/m1/s1",697.1616,InChIKey=RLENKWQMUNAYFI-OMGJKZNISA-O,1.30e+00 g/l,80760,"3-{[(2S,3R,4S,5R,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-3,5-dihydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
66,83,SmallMoleculeCompound,FDB000066,"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-caffeoyl-glucosyl)-galactoside)",TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,86,,HMDB29244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,-0.0446,-3.26,O[C@@H]1OC(CO[C@H]2[C@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)O[C@H](CO[C@@H]3O[C@H](COC(=O)\C=C\C4=CC=C(O)C(O)=C4)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,7.4509,C41H45O23,905.7822,"InChI=1S/C41H44O23/c42-17-9-21(45)18-11-25(37(60-24(18)10-17)16-3-5-20(44)23(47)8-16)62-41-38(58-13-26-32(51)35(54)39(56)61-26)34(53)31(50)28(64-41)14-59-40-36(55)33(52)30(49)27(63-40)12-57-29(48)6-2-15-1-4-19(43)22(46)7-15/h1-11,26-28,30-36,38-41,49-56H,12-14H2,(H5-,42,43,44,45,46,47,48)/p+1/t26?,27-,28-,30-,31+,32+,33+,34+,35-,36-,38-,39-,40-,41-/m1/s1",905.2352,InChIKey=FQGVVPPCIZXSFN-SYBXGXIYSA-O,5.16e-01 g/l,80762,"2-(3,4-dihydroxyphenyl)-3-{[(2S,3R,4S,5R,6R)-6-({[(2R,3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)-4,5-dihydroxy-3-{[(3R,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methoxy}oxan-2-yl]oxy}-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
69,86,SmallMoleculeCompound,FDB000069,"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-sinapoyl-glucosyl)-galactoside)",TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,89,,HMDB29245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,-0.2656,-3.43,COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C4=CC=C(O)C(O)=C4)[C@H](OCC4O[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC(OC)=C1O,7.4521,C43H49O24,949.8348,"InChI=1S/C43H48O24/c1-58-24-7-16(8-25(59-2)31(24)49)3-6-30(48)60-13-28-32(50)35(53)38(56)42(66-28)62-15-29-33(51)36(54)40(61-14-27-34(52)37(55)41(57)64-27)43(67-29)65-26-12-19-21(46)10-18(44)11-23(19)63-39(26)17-4-5-20(45)22(47)9-17/h3-12,27-29,32-38,40-43,50-57H,13-15H2,1-2H3,(H4-,44,45,46,47,48,49)/p+1/t27?,28-,29-,32-,33+,34+,35+,36+,37-,38-,40-,41-,42-,43-/m1/s1",949.2614,InChIKey=ATUAHHCEJMJXSV-UHLYJCSBSA-O,3.66e-01 g/l,80764,"3-{[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)-3-{[(3R,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methoxy}oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
70,87,SmallMoleculeCompound,FDB000070,"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-feruloyl-glucosyl)-galactoside)",TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,90,,HMDB29246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,-0.0129,-3.37,COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C4=CC=C(O)C(O)=C4)[C@H](OCC4O[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O,7.4564,C42H47O23,919.8088,"InChI=1S/C42H46O23/c1-57-25-8-16(2-5-21(25)45)3-7-30(48)58-13-28-31(49)34(52)37(55)41(64-28)60-15-29-32(50)35(53)39(59-14-27-33(51)36(54)40(56)62-27)42(65-29)63-26-12-19-22(46)10-18(43)11-24(19)61-38(26)17-4-6-20(44)23(47)9-17/h2-12,27-29,31-37,39-42,49-56H,13-15H2,1H3,(H4-,43,44,45,46,47,48)/p+1/t27?,28-,29-,31-,32+,33+,34+,35+,36-,37-,39-,40-,41-,42-/m1/s1",919.2508,InChIKey=LTQBSQHGAPPKMB-RCSPAENHSA-O,4.08e-01 g/l,80765,"3-{[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)-3-{[(3R,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methoxy}oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
72,89,SmallMoleculeCompound,FDB000072,Delphinidin 3-(6''-malonylglucoside),TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,C16301,14311158,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,92,,HMDB29247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.3911,-3.02,O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1O,6.3669,C24H23O15,551.4304,"InChI=1S/C24H22O15/c25-9-3-11(26)10-5-15(23(37-14(10)4-9)8-1-12(27)19(32)13(28)2-8)38-24-22(35)21(34)20(33)16(39-24)7-36-18(31)6-17(29)30/h1-5,16,20-22,24,33-35H,6-7H2,(H5-,25,26,27,28,29,30,32)/p+1/t16-,20-,21+,22-,24-/m1/s1",551.1037,InChIKey=FNFHDAUGLIPVPU-XQKZCQIMSA-O,5.61e-01 g/l,27759,"3-{[(2S,3R,4S,5S,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl]oxy}-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,Aromatic heteropolycyclic compounds,,10362664,,,
74,91,SmallMoleculeCompound,FDB000074,Luteolinidin 3-glucoside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,21604000,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,94,,HMDB29248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,0.6714,-3.02,OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=CC=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,8.1417,C21H21O10,433.3854,"InChI=1S/C21H20O10/c22-8-17-18(26)19(27)20(28)21(31-17)30-16-7-10(23)6-15-11(16)2-4-14(29-15)9-1-3-12(24)13(25)5-9/h1-7,17-22,26-28H,8H2,(H2-,23,24,25)/p+1/t17-,18-,19+,20-,21-/m1/s1",433.1135,InChIKey=RXQNESSHTIRLBK-YMQHIKHWSA-O,4.43e-01 g/l,39609,"2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-5-O-glycosides,Aromatic heteropolycyclic compounds,,10236767,,,
75,92,SmallMoleculeCompound,FDB000075,Delphinidin 3-feruloylglucoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:22 UTC,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2636,-3.93,COC1=C(O)C=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)=C1,7.2925,C31H29O15,641.553,"InChI=1S/C31H28O15/c1-42-22-6-13(2-4-17(22)33)3-5-25(37)43-12-24-27(39)28(40)29(41)31(46-24)45-23-11-16-18(34)9-15(32)10-21(16)44-30(23)14-7-19(35)26(38)20(36)8-14/h2-11,24,27-29,31,39-41H,12H2,1H3,(H5-,32,33,34,35,36,37,38)/p+1/t24-,27-,28+,29-,31-/m1/s1",641.1506,InChIKey=RHRFAOKZIDUVQO-VEZAKBLNSA-O,7.89e-02 g/l,27761,"5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-2-(3,4,5-trihydroxyphenyl)-1$l^{4}-chromen-1-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
